"TABLE_NAME","TABLESPACE_NAME","CLUSTER_NAME","IOT_NAME","STATUS","PCT_FREE","PCT_USED","INI_TRANS","MAX_TRANS","INITIAL_EXTENT","NEXT_EXTENT","MIN_EXTENTS","MAX_EXTENTS","PCT_INCREASE","FREELISTS","FREELIST_GROUPS","LOGGING","BACKED_UP","NUM_ROWS","BLOCKS","EMPTY_BLOCKS","AVG_SPACE","CHAIN_CNT","AVG_ROW_LEN","AVG_SPACE_FREELIST_BLOCKS","NUM_FREELIST_BLOCKS","DEGREE","INSTANCES","CACHE","TABLE_LOCK","SAMPLE_SIZE","LAST_ANALYZED","PARTITIONED","IOT_TYPE","TEMPORARY","SECONDARY","NESTED","BUFFER_POOL","FLASH_CACHE","CELL_FLASH_CACHE","ROW_MOVEMENT","GLOBAL_STATS","USER_STATS","DURATION","SKIP_CORRUPT","MONITORING","CLUSTER_OWNER","DEPENDENCIES","COMPRESSION","COMPRESS_FOR","DROPPED","READ_ONLY","SEGMENT_CREATED","RESULT_CACHE","CLUSTERING","ACTIVITY_TRACKING","DML_TIMESTAMP","HAS_IDENTITY","CONTAINER_DATA","INMEMORY","INMEMORY_PRIORITY","INMEMORY_DISTRIBUTE","INMEMORY_COMPRESSION","INMEMORY_DUPLICATE","DEFAULT_COLLATION","DUPLICATED","SHARDED","EXTERNAL","CELLMEMORY","CONTAINERS_DEFAULT","CONTAINER_MAP","EXTENDED_DATA_LINK","EXTENDED_DATA_LINK_MAP","INMEMORY_SERVICE","INMEMORY_SERVICE_NAME","CONTAINER_MAP_OBJECT","OWNER","CONSTRAINT_NAME","CONSTRAINT_TYPE","TABLE_NAME_1","SEARCH_CONDITION","SEARCH_CONDITION_VC","R_OWNER","R_CONSTRAINT_NAME","DELETE_RULE","STATUS_1","DEFERRABLE","DEFERRED","VALIDATED","GENERATED","BAD","RELY","LAST_CHANGE","INDEX_OWNER","INDEX_NAME","INVALID","VIEW_RELATED","ORIGIN_CON_ID"
"PRODUCTO","EQUIPOP8","","","VALID",10,,1,255,,,,,,,,"YES","N",0,0,0,0,0,0,0,0,"         1","         1","    N","ENABLED",0,20/05/19,"NO","","N","N","NO","DEFAULT","DEFAULT","DEFAULT","DISABLED","YES","NO","","DISABLED","YES","","DISABLED","DISABLED","","NO","NO","NO","DEFAULT","NO","","","NO","NO","DISABLED","","","","","USING_NLS_COMP","N","N","NO","","NO","NO","NO","NO","","","NO","USERP8","CK_ES_REFRIGERADO","C","PRODUCTO","es_refrigerado IN (0, 1)","es_refrigerado IN (0, 1)","","","","ENABLED","NOT DEFERRABLE","IMMEDIATE","VALIDATED","USER NAME","","",20/05/19,"","","","",1
"MEDICAMENTO","EQUIPOP8","","","VALID",10,,1,255,,,,,,,,"YES","N",0,0,0,0,0,0,0,0,"         1","         1","    N","ENABLED",0,20/05/19,"NO","","N","N","NO","DEFAULT","DEFAULT","DEFAULT","DISABLED","YES","NO","","DISABLED","YES","","DISABLED","DISABLED","","NO","NO","NO","DEFAULT","NO","","","NO","NO","DISABLED","","","","","USING_NLS_COMP","N","N","NO","","NO","NO","NO","NO","","","NO","USERP8","SYS_C0011865","C","MEDICAMENTO","""ID_PROD"" IS NOT NULL","""ID_PROD"" IS NOT NULL","","","","ENABLED","NOT DEFERRABLE","IMMEDIATE","VALIDATED","GENERATED NAME","","",20/05/19,"","","","",1
"MEDICAMENTO","EQUIPOP8","","","VALID",10,,1,255,,,,,,,,"YES","N",0,0,0,0,0,0,0,0,"         1","         1","    N","ENABLED",0,20/05/19,"NO","","N","N","NO","DEFAULT","DEFAULT","DEFAULT","DISABLED","YES","NO","","DISABLED","YES","","DISABLED","DISABLED","","NO","NO","NO","DEFAULT","NO","","","NO","NO","DISABLED","","","","","USING_NLS_COMP","N","N","NO","","NO","NO","NO","NO","","","NO","USERP8","SYS_C0011866","C","MEDICAMENTO","""NOMBRE"" IS NOT NULL","""NOMBRE"" IS NOT NULL","","","","ENABLED","NOT DEFERRABLE","IMMEDIATE","VALIDATED","GENERATED NAME","","",20/05/19,"","","","",1
"MEDICAMENTO","EQUIPOP8","","","VALID",10,,1,255,,,,,,,,"YES","N",0,0,0,0,0,0,0,0,"         1","         1","    N","ENABLED",0,20/05/19,"NO","","N","N","NO","DEFAULT","DEFAULT","DEFAULT","DISABLED","YES","NO","","DISABLED","YES","","DISABLED","DISABLED","","NO","NO","NO","DEFAULT","NO","","","NO","NO","DISABLED","","","","","USING_NLS_COMP","N","N","NO","","NO","NO","NO","NO","","","NO","USERP8","SYS_C0011867","C","MEDICAMENTO","""LABORATORIO"" IS NOT NULL","""LABORATORIO"" IS NOT NULL","","","","ENABLED","NOT DEFERRABLE","IMMEDIATE","VALIDATED","GENERATED NAME","","",20/05/19,"","","","",1
"MEDICAMENTO","EQUIPOP8","","","VALID",10,,1,255,,,,,,,,"YES","N",0,0,0,0,0,0,0,0,"         1","         1","    N","ENABLED",0,20/05/19,"NO","","N","N","NO","DEFAULT","DEFAULT","DEFAULT","DISABLED","YES","NO","","DISABLED","YES","","DISABLED","DISABLED","","NO","NO","NO","DEFAULT","NO","","","NO","NO","DISABLED","","","","","USING_NLS_COMP","N","N","NO","","NO","NO","NO","NO","","","NO","USERP8","PK_MEDICAMENTO","P","MEDICAMENTO","","","","","","ENABLED","NOT DEFERRABLE","IMMEDIATE","VALIDATED","USER NAME","","",20/05/19,"USERP8","PK_MEDICAMENTO","","",1
"MEDICAMENTO","EQUIPOP8","","","VALID",10,,1,255,,,,,,,,"YES","N",0,0,0,0,0,0,0,0,"         1","         1","    N","ENABLED",0,20/05/19,"NO","","N","N","NO","DEFAULT","DEFAULT","DEFAULT","DISABLED","YES","NO","","DISABLED","YES","","DISABLED","DISABLED","","NO","NO","NO","DEFAULT","NO","","","NO","NO","DISABLED","","","","","USING_NLS_COMP","N","N","NO","","NO","NO","NO","NO","","","NO","USERP8","FK_PRODUCTO","R","MEDICAMENTO","","","USERP8","PK_PRODUCTO","CASCADE","ENABLED","NOT DEFERRABLE","IMMEDIATE","VALIDATED","USER NAME","","",20/05/19,"","","","",1
"MEDICAMENTO","EQUIPOP8","","","VALID",10,,1,255,,,,,,,,"YES","N",0,0,0,0,0,0,0,0,"         1","         1","    N","ENABLED",0,20/05/19,"NO","","N","N","NO","DEFAULT","DEFAULT","DEFAULT","DISABLED","YES","NO","","DISABLED","YES","","DISABLED","DISABLED","","NO","NO","NO","DEFAULT","NO","","","NO","NO","DISABLED","","","","","USING_NLS_COMP","N","N","NO","","NO","NO","NO","NO","","","NO","USERP8","CK_ES_CONTROLADO","C","MEDICAMENTO","es_controlado IN (0, 1)","es_controlado IN (0, 1)","","","","ENABLED","NOT DEFERRABLE","IMMEDIATE","VALIDATED","USER NAME","","",20/05/19,"","","","",1
"COMPUESTOS","EQUIPOP8","","","VALID",10,,1,255,,,,,,,,"YES","N",0,0,0,0,0,0,0,0,"         1","         1","    N","ENABLED",0,20/05/19,"NO","","N","N","NO","DEFAULT","DEFAULT","DEFAULT","DISABLED","YES","NO","","DISABLED","YES","","DISABLED","DISABLED","","NO","NO","NO","DEFAULT","NO","","","NO","NO","DISABLED","","","","","USING_NLS_COMP","N","N","NO","","NO","NO","NO","NO","","","NO","USERP8","SYS_C0011871","C","COMPUESTOS","""SUSTANCIA"" IS NOT NULL","""SUSTANCIA"" IS NOT NULL","","","","ENABLED","NOT DEFERRABLE","IMMEDIATE","VALIDATED","GENERATED NAME","","",20/05/19,"","","","",1
"COMPUESTOS","EQUIPOP8","","","VALID",10,,1,255,,,,,,,,"YES","N",0,0,0,0,0,0,0,0,"         1","         1","    N","ENABLED",0,20/05/19,"NO","","N","N","NO","DEFAULT","DEFAULT","DEFAULT","DISABLED","YES","NO","","DISABLED","YES","","DISABLED","DISABLED","","NO","NO","NO","DEFAULT","NO","","","NO","NO","DISABLED","","","","","USING_NLS_COMP","N","N","NO","","NO","NO","NO","NO","","","NO","USERP8","SYS_C0011872","C","COMPUESTOS","""NOMBRE"" IS NOT NULL","""NOMBRE"" IS NOT NULL","","","","ENABLED","NOT DEFERRABLE","IMMEDIATE","VALIDATED","GENERATED NAME","","",20/05/19,"","","","",1
"COMPUESTOS","EQUIPOP8","","","VALID",10,,1,255,,,,,,,,"YES","N",0,0,0,0,0,0,0,0,"         1","         1","    N","ENABLED",0,20/05/19,"NO","","N","N","NO","DEFAULT","DEFAULT","DEFAULT","DISABLED","YES","NO","","DISABLED","YES","","DISABLED","DISABLED","","NO","NO","NO","DEFAULT","NO","","","NO","NO","DISABLED","","","","","USING_NLS_COMP","N","N","NO","","NO","NO","NO","NO","","","NO","USERP8","SYS_C0011873","C","COMPUESTOS","""LABORATORIO"" IS NOT NULL","""LABORATORIO"" IS NOT NULL","","","","ENABLED","NOT DEFERRABLE","IMMEDIATE","VALIDATED","GENERATED NAME","","",20/05/19,"","","","",1
"COMPUESTOS","EQUIPOP8","","","VALID",10,,1,255,,,,,,,,"YES","N",0,0,0,0,0,0,0,0,"         1","         1","    N","ENABLED",0,20/05/19,"NO","","N","N","NO","DEFAULT","DEFAULT","DEFAULT","DISABLED","YES","NO","","DISABLED","YES","","DISABLED","DISABLED","","NO","NO","NO","DEFAULT","NO","","","NO","NO","DISABLED","","","","","USING_NLS_COMP","N","N","NO","","NO","NO","NO","NO","","","NO","USERP8","FK_MEDICAMENTO","R","COMPUESTOS","","","USERP8","PK_MEDICAMENTO","CASCADE","ENABLED","NOT DEFERRABLE","IMMEDIATE","VALIDATED","USER NAME","","",20/05/19,"","","","",1
"LOTE","EQUIPOP8","","","VALID",10,,1,255,,,,,,,,"YES","N",0,0,0,0,0,0,0,0,"         1","         1","    N","ENABLED",0,20/05/19,"NO","","N","N","NO","DEFAULT","DEFAULT","DEFAULT","DISABLED","YES","NO","","DISABLED","YES","","DISABLED","DISABLED","","NO","NO","NO","DEFAULT","NO","","","NO","NO","DISABLED","","","","","USING_NLS_COMP","N","N","NO","","NO","NO","NO","NO","","","NO","USERP8","SYS_C0011875","C","LOTE","""CODIGO_BARRAS"" IS NOT NULL","""CODIGO_BARRAS"" IS NOT NULL","","","","ENABLED","NOT DEFERRABLE","IMMEDIATE","VALIDATED","GENERATED NAME","","",20/05/19,"","","","",1
"LOTE","EQUIPOP8","","","VALID",10,,1,255,,,,,,,,"YES","N",0,0,0,0,0,0,0,0,"         1","         1","    N","ENABLED",0,20/05/19,"NO","","N","N","NO","DEFAULT","DEFAULT","DEFAULT","DISABLED","YES","NO","","DISABLED","YES","","DISABLED","DISABLED","","NO","NO","NO","DEFAULT","NO","","","NO","NO","DISABLED","","","","","USING_NLS_COMP","N","N","NO","","NO","NO","NO","NO","","","NO","USERP8","SYS_C0011876","C","LOTE","""ID_PRODUCCION"" IS NOT NULL","""ID_PRODUCCION"" IS NOT NULL","","","","ENABLED","NOT DEFERRABLE","IMMEDIATE","VALIDATED","GENERATED NAME","","",20/05/19,"","","","",1
"LOTE","EQUIPOP8","","","VALID",10,,1,255,,,,,,,,"YES","N",0,0,0,0,0,0,0,0,"         1","         1","    N","ENABLED",0,20/05/19,"NO","","N","N","NO","DEFAULT","DEFAULT","DEFAULT","DISABLED","YES","NO","","DISABLED","YES","","DISABLED","DISABLED","","NO","NO","NO","DEFAULT","NO","","","NO","NO","DISABLED","","","","","USING_NLS_COMP","N","N","NO","","NO","NO","NO","NO","","","NO","USERP8","SYS_C0011877","C","LOTE","""FECHA_CAD"" IS NOT NULL","""FECHA_CAD"" IS NOT NULL","","","","ENABLED","NOT DEFERRABLE","IMMEDIATE","VALIDATED","GENERATED NAME","","",20/05/19,"","","","",1
"LOTE","EQUIPOP8","","","VALID",10,,1,255,,,,,,,,"YES","N",0,0,0,0,0,0,0,0,"         1","         1","    N","ENABLED",0,20/05/19,"NO","","N","N","NO","DEFAULT","DEFAULT","DEFAULT","DISABLED","YES","NO","","DISABLED","YES","","DISABLED","DISABLED","","NO","NO","NO","DEFAULT","NO","","","NO","NO","DISABLED","","","","","USING_NLS_COMP","N","N","NO","","NO","NO","NO","NO","","","NO","USERP8","FK_COD_BARR","R","LOTE","","","USERP8","PK_PRODUCTO","CASCADE","ENABLED","NOT DEFERRABLE","IMMEDIATE","VALIDATED","USER NAME","","",20/05/19,"","","","",1
"LOTE","EQUIPOP8","","","VALID",10,,1,255,,,,,,,,"YES","N",0,0,0,0,0,0,0,0,"         1","         1","    N","ENABLED",0,20/05/19,"NO","","N","N","NO","DEFAULT","DEFAULT","DEFAULT","DISABLED","YES","NO","","DISABLED","YES","","DISABLED","DISABLED","","NO","NO","NO","DEFAULT","NO","","","NO","NO","DISABLED","","","","","USING_NLS_COMP","N","N","NO","","NO","NO","NO","NO","","","NO","USERP8","PK_LOTE","P","LOTE","","","","","","ENABLED","NOT DEFERRABLE","IMMEDIATE","VALIDATED","USER NAME","","",20/05/19,"USERP8","PK_LOTE","","",1
"TIPO_DEPARTAMENTO","EQUIPOP8","","","VALID",10,,1,255,,,,,,,,"YES","N",0,0,0,0,0,0,0,0,"         1","         1","    N","ENABLED",0,20/05/19,"NO","","N","N","NO","DEFAULT","DEFAULT","DEFAULT","DISABLED","YES","NO","","DISABLED","YES","","DISABLED","DISABLED","","NO","NO","NO","DEFAULT","NO","","","NO","NO","DISABLED","","","","","USING_NLS_COMP","N","N","NO","","NO","NO","NO","NO","","","NO","USERP8","PK_TIPO_DEP","P","TIPO_DEPARTAMENTO","","","","","","ENABLED","NOT DEFERRABLE","IMMEDIATE","VALIDATED","USER NAME","","",20/05/19,"USERP8","PK_TIPO_DEP","","",1
"TIPO_DEPARTAMENTO","EQUIPOP8","","","VALID",10,,1,255,,,,,,,,"YES","N",0,0,0,0,0,0,0,0,"         1","         1","    N","ENABLED",0,20/05/19,"NO","","N","N","NO","DEFAULT","DEFAULT","DEFAULT","DISABLED","YES","NO","","DISABLED","YES","","DISABLED","DISABLED","","NO","NO","NO","DEFAULT","NO","","","NO","NO","DISABLED","","","","","USING_NLS_COMP","N","N","NO","","NO","NO","NO","NO","","","NO","USERP8","CH_TIPO_DEP_TIPO","C","TIPO_DEPARTAMENTO","tipo IN ('VYL', 'F', 'A')","tipo IN ('VYL', 'F', 'A')","","","","ENABLED","NOT DEFERRABLE","IMMEDIATE","VALIDATED","USER NAME","","",20/05/19,"","","","",1
"SUCURSAL","EQUIPOP8","","","VALID",10,,1,255,,,,,,,,"YES","N",0,0,0,0,0,0,0,0,"         1","         1","    N","ENABLED",0,20/05/19,"NO","","N","N","NO","DEFAULT","DEFAULT","DEFAULT","DISABLED","YES","NO","","DISABLED","YES","","DISABLED","DISABLED","","NO","NO","NO","DEFAULT","NO","","","YES","NO","DISABLED","","","","","USING_NLS_COMP","N","N","NO","","NO","NO","NO","NO","","","NO","USERP8","SYS_C0011882","C","SUCURSAL","""ID_SUCURSAL"" IS NOT NULL","""ID_SUCURSAL"" IS NOT NULL","","","","ENABLED","NOT DEFERRABLE","IMMEDIATE","VALIDATED","GENERATED NAME","","",20/05/19,"","","","",1
"SUCURSAL","EQUIPOP8","","","VALID",10,,1,255,,,,,,,,"YES","N",0,0,0,0,0,0,0,0,"         1","         1","    N","ENABLED",0,20/05/19,"NO","","N","N","NO","DEFAULT","DEFAULT","DEFAULT","DISABLED","YES","NO","","DISABLED","YES","","DISABLED","DISABLED","","NO","NO","NO","DEFAULT","NO","","","YES","NO","DISABLED","","","","","USING_NLS_COMP","N","N","NO","","NO","NO","NO","NO","","","NO","USERP8","SYS_C0011883","C","SUCURSAL","""CALLE"" IS NOT NULL","""CALLE"" IS NOT NULL","","","","ENABLED","NOT DEFERRABLE","IMMEDIATE","VALIDATED","GENERATED NAME","","",20/05/19,"","","","",1
"SUCURSAL","EQUIPOP8","","","VALID",10,,1,255,,,,,,,,"YES","N",0,0,0,0,0,0,0,0,"         1","         1","    N","ENABLED",0,20/05/19,"NO","","N","N","NO","DEFAULT","DEFAULT","DEFAULT","DISABLED","YES","NO","","DISABLED","YES","","DISABLED","DISABLED","","NO","NO","NO","DEFAULT","NO","","","YES","NO","DISABLED","","","","","USING_NLS_COMP","N","N","NO","","NO","NO","NO","NO","","","NO","USERP8","SYS_C0011884","C","SUCURSAL","""CP"" IS NOT NULL","""CP"" IS NOT NULL","","","","ENABLED","NOT DEFERRABLE","IMMEDIATE","VALIDATED","GENERATED NAME","","",20/05/19,"","","","",1
"SUCURSAL","EQUIPOP8","","","VALID",10,,1,255,,,,,,,,"YES","N",0,0,0,0,0,0,0,0,"         1","         1","    N","ENABLED",0,20/05/19,"NO","","N","N","NO","DEFAULT","DEFAULT","DEFAULT","DISABLED","YES","NO","","DISABLED","YES","","DISABLED","DISABLED","","NO","NO","NO","DEFAULT","NO","","","YES","NO","DISABLED","","","","","USING_NLS_COMP","N","N","NO","","NO","NO","NO","NO","","","NO","USERP8","SYS_C0011885","C","SUCURSAL","""ESTADO"" IS NOT NULL","""ESTADO"" IS NOT NULL","","","","ENABLED","NOT DEFERRABLE","IMMEDIATE","VALIDATED","GENERATED NAME","","",20/05/19,"","","","",1
"SUCURSAL","EQUIPOP8","","","VALID",10,,1,255,,,,,,,,"YES","N",0,0,0,0,0,0,0,0,"         1","         1","    N","ENABLED",0,20/05/19,"NO","","N","N","NO","DEFAULT","DEFAULT","DEFAULT","DISABLED","YES","NO","","DISABLED","YES","","DISABLED","DISABLED","","NO","NO","NO","DEFAULT","NO","","","YES","NO","DISABLED","","","","","USING_NLS_COMP","N","N","NO","","NO","NO","NO","NO","","","NO","USERP8","PK_SUCURSAL","P","SUCURSAL","","","","","","ENABLED","NOT DEFERRABLE","IMMEDIATE","VALIDATED","USER NAME","","",20/05/19,"USERP8","PK_SUCURSAL","","",1
"TELEFONO_SUCURSAL","EQUIPOP8","","","VALID",10,,1,255,,,,,,,,"YES","N",0,0,0,0,0,0,0,0,"         1","         1","    N","ENABLED",0,20/05/19,"NO","","N","N","NO","DEFAULT","DEFAULT","DEFAULT","DISABLED","YES","NO","","DISABLED","YES","","DISABLED","DISABLED","","NO","NO","NO","DEFAULT","NO","","","NO","NO","DISABLED","","","","","USING_NLS_COMP","N","N","NO","","NO","NO","NO","NO","","","NO","USERP8","SYS_C0011887","C","TELEFONO_SUCURSAL","""NUM_TEL"" IS NOT NULL","""NUM_TEL"" IS NOT NULL","","","","ENABLED","NOT DEFERRABLE","IMMEDIATE","VALIDATED","GENERATED NAME","","",20/05/19,"","","","",1
"TELEFONO_SUCURSAL","EQUIPOP8","","","VALID",10,,1,255,,,,,,,,"YES","N",0,0,0,0,0,0,0,0,"         1","         1","    N","ENABLED",0,20/05/19,"NO","","N","N","NO","DEFAULT","DEFAULT","DEFAULT","DISABLED","YES","NO","","DISABLED","YES","","DISABLED","DISABLED","","NO","NO","NO","DEFAULT","NO","","","NO","NO","DISABLED","","","","","USING_NLS_COMP","N","N","NO","","NO","NO","NO","NO","","","NO","USERP8","SYS_C0011888","C","TELEFONO_SUCURSAL","""ID_SUCURSAL"" IS NOT NULL","""ID_SUCURSAL"" IS NOT NULL","","","","ENABLED","NOT DEFERRABLE","IMMEDIATE","VALIDATED","GENERATED NAME","","",20/05/19,"","","","",1
"TELEFONO_SUCURSAL","EQUIPOP8","","","VALID",10,,1,255,,,,,,,,"YES","N",0,0,0,0,0,0,0,0,"         1","         1","    N","ENABLED",0,20/05/19,"NO","","N","N","NO","DEFAULT","DEFAULT","DEFAULT","DISABLED","YES","NO","","DISABLED","YES","","DISABLED","DISABLED","","NO","NO","NO","DEFAULT","NO","","","NO","NO","DISABLED","","","","","USING_NLS_COMP","N","N","NO","","NO","NO","NO","NO","","","NO","USERP8","FK_SUCURSAL","R","TELEFONO_SUCURSAL","","","USERP8","PK_SUCURSAL","CASCADE","ENABLED","NOT DEFERRABLE","IMMEDIATE","VALIDATED","USER NAME","","",20/05/19,"","","","",1
"TENER_DEPARTAMENTO","EQUIPOP8","","","VALID",10,,1,255,,,,,,,,"YES","N",0,0,0,0,0,0,0,0,"         1","         1","    N","ENABLED",0,20/05/19,"NO","","N","N","NO","DEFAULT","DEFAULT","DEFAULT","DISABLED","YES","NO","","DISABLED","YES","","DISABLED","DISABLED","","NO","NO","NO","DEFAULT","NO","","","NO","NO","DISABLED","","","","","USING_NLS_COMP","N","N","NO","","NO","NO","NO","NO","","","NO","USERP8","SYS_C0011890","C","TENER_DEPARTAMENTO","""ID_SUC"" IS NOT NULL","""ID_SUC"" IS NOT NULL","","","","ENABLED","NOT DEFERRABLE","IMMEDIATE","VALIDATED","GENERATED NAME","","",20/05/19,"","","","",1
"TENER_DEPARTAMENTO","EQUIPOP8","","","VALID",10,,1,255,,,,,,,,"YES","N",0,0,0,0,0,0,0,0,"         1","         1","    N","ENABLED",0,20/05/19,"NO","","N","N","NO","DEFAULT","DEFAULT","DEFAULT","DISABLED","YES","NO","","DISABLED","YES","","DISABLED","DISABLED","","NO","NO","NO","DEFAULT","NO","","","NO","NO","DISABLED","","","","","USING_NLS_COMP","N","N","NO","","NO","NO","NO","NO","","","NO","USERP8","SYS_C0011891","C","TENER_DEPARTAMENTO","""ID_TIPO"" IS NOT NULL","""ID_TIPO"" IS NOT NULL","","","","ENABLED","NOT DEFERRABLE","IMMEDIATE","VALIDATED","GENERATED NAME","","",20/05/19,"","","","",1
"TENER_DEPARTAMENTO","EQUIPOP8","","","VALID",10,,1,255,,,,,,,,"YES","N",0,0,0,0,0,0,0,0,"         1","         1","    N","ENABLED",0,20/05/19,"NO","","N","N","NO","DEFAULT","DEFAULT","DEFAULT","DISABLED","YES","NO","","DISABLED","YES","","DISABLED","DISABLED","","NO","NO","NO","DEFAULT","NO","","","NO","NO","DISABLED","","","","","USING_NLS_COMP","N","N","NO","","NO","NO","NO","NO","","","NO","USERP8","CK_TENER_DEPARTAMENTO","U","TENER_DEPARTAMENTO","","","","","","ENABLED","NOT DEFERRABLE","IMMEDIATE","VALIDATED","USER NAME","","",20/05/19,"USERP8","CK_TENER_DEPARTAMENTO","","",1
"TENER_DEPARTAMENTO","EQUIPOP8","","","VALID",10,,1,255,,,,,,,,"YES","N",0,0,0,0,0,0,0,0,"         1","         1","    N","ENABLED",0,20/05/19,"NO","","N","N","NO","DEFAULT","DEFAULT","DEFAULT","DISABLED","YES","NO","","DISABLED","YES","","DISABLED","DISABLED","","NO","NO","NO","DEFAULT","NO","","","NO","NO","DISABLED","","","","","USING_NLS_COMP","N","N","NO","","NO","NO","NO","NO","","","NO","USERP8","FK_SUC","R","TENER_DEPARTAMENTO","","","USERP8","PK_SUCURSAL","CASCADE","ENABLED","NOT DEFERRABLE","IMMEDIATE","VALIDATED","USER NAME","","",20/05/19,"","","","",1
"TENER_DEPARTAMENTO","EQUIPOP8","","","VALID",10,,1,255,,,,,,,,"YES","N",0,0,0,0,0,0,0,0,"         1","         1","    N","ENABLED",0,20/05/19,"NO","","N","N","NO","DEFAULT","DEFAULT","DEFAULT","DISABLED","YES","NO","","DISABLED","YES","","DISABLED","DISABLED","","NO","NO","NO","DEFAULT","NO","","","NO","NO","DISABLED","","","","","USING_NLS_COMP","N","N","NO","","NO","NO","NO","NO","","","NO","USERP8","FK_TIPO_DEP","R","TENER_DEPARTAMENTO","","","USERP8","PK_TIPO_DEP","CASCADE","ENABLED","NOT DEFERRABLE","IMMEDIATE","VALIDATED","USER NAME","","",20/05/19,"","","","",1
"PERSONA","EQUIPOP8","","","VALID",10,,1,255,,,,,,,,"YES","N",0,0,0,0,0,0,0,0,"         1","         1","    N","ENABLED",0,20/05/19,"NO","","N","N","NO","DEFAULT","DEFAULT","DEFAULT","DISABLED","YES","NO","","DISABLED","YES","","DISABLED","DISABLED","","NO","NO","NO","DEFAULT","NO","","","NO","NO","DISABLED","","","","","USING_NLS_COMP","N","N","NO","","NO","NO","NO","NO","","","NO","USERP8","SYS_C0011895","C","PERSONA","""NOMBRE"" IS NOT NULL","""NOMBRE"" IS NOT NULL","","","","ENABLED","NOT DEFERRABLE","IMMEDIATE","VALIDATED","GENERATED NAME","","",20/05/19,"","","","",1
"PERSONA","EQUIPOP8","","","VALID",10,,1,255,,,,,,,,"YES","N",0,0,0,0,0,0,0,0,"         1","         1","    N","ENABLED",0,20/05/19,"NO","","N","N","NO","DEFAULT","DEFAULT","DEFAULT","DISABLED","YES","NO","","DISABLED","YES","","DISABLED","DISABLED","","NO","NO","NO","DEFAULT","NO","","","NO","NO","DISABLED","","","","","USING_NLS_COMP","N","N","NO","","NO","NO","NO","NO","","","NO","USERP8","SYS_C0011896","C","PERSONA","""APELLIDO_P"" IS NOT NULL","""APELLIDO_P"" IS NOT NULL","","","","ENABLED","NOT DEFERRABLE","IMMEDIATE","VALIDATED","GENERATED NAME","","",20/05/19,"","","","",1
"PERSONA","EQUIPOP8","","","VALID",10,,1,255,,,,,,,,"YES","N",0,0,0,0,0,0,0,0,"         1","         1","    N","ENABLED",0,20/05/19,"NO","","N","N","NO","DEFAULT","DEFAULT","DEFAULT","DISABLED","YES","NO","","DISABLED","YES","","DISABLED","DISABLED","","NO","NO","NO","DEFAULT","NO","","","NO","NO","DISABLED","","","","","USING_NLS_COMP","N","N","NO","","NO","NO","NO","NO","","","NO","USERP8","PK_PERSONA","P","PERSONA","","","","","","ENABLED","NOT DEFERRABLE","IMMEDIATE","VALIDATED","USER NAME","","",20/05/19,"USERP8","PK_PERSONA","","",1
"TELEFONO_PERSONA","EQUIPOP8","","","VALID",10,,1,255,,,,,,,,"YES","N",0,0,0,0,0,0,0,0,"         1","         1","    N","ENABLED",0,20/05/19,"NO","","N","N","NO","DEFAULT","DEFAULT","DEFAULT","DISABLED","YES","NO","","DISABLED","YES","","DISABLED","DISABLED","","NO","NO","NO","DEFAULT","NO","","","NO","NO","DISABLED","","","","","USING_NLS_COMP","N","N","NO","","NO","NO","NO","NO","","","NO","USERP8","SYS_C0011898","C","TELEFONO_PERSONA","""NUM_TEL"" IS NOT NULL","""NUM_TEL"" IS NOT NULL","","","","ENABLED","NOT DEFERRABLE","IMMEDIATE","VALIDATED","GENERATED NAME","","",20/05/19,"","","","",1
"TELEFONO_PERSONA","EQUIPOP8","","","VALID",10,,1,255,,,,,,,,"YES","N",0,0,0,0,0,0,0,0,"         1","         1","    N","ENABLED",0,20/05/19,"NO","","N","N","NO","DEFAULT","DEFAULT","DEFAULT","DISABLED","YES","NO","","DISABLED","YES","","DISABLED","DISABLED","","NO","NO","NO","DEFAULT","NO","","","NO","NO","DISABLED","","","","","USING_NLS_COMP","N","N","NO","","NO","NO","NO","NO","","","NO","USERP8","SYS_C0011899","C","TELEFONO_PERSONA","""CURP"" IS NOT NULL","""CURP"" IS NOT NULL","","","","ENABLED","NOT DEFERRABLE","IMMEDIATE","VALIDATED","GENERATED NAME","","",20/05/19,"","","","",1
"TELEFONO_PERSONA","EQUIPOP8","","","VALID",10,,1,255,,,,,,,,"YES","N",0,0,0,0,0,0,0,0,"         1","         1","    N","ENABLED",0,20/05/19,"NO","","N","N","NO","DEFAULT","DEFAULT","DEFAULT","DISABLED","YES","NO","","DISABLED","YES","","DISABLED","DISABLED","","NO","NO","NO","DEFAULT","NO","","","NO","NO","DISABLED","","","","","USING_NLS_COMP","N","N","NO","","NO","NO","NO","NO","","","NO","USERP8","FK_PERSONA","R","TELEFONO_PERSONA","","","USERP8","PK_PERSONA","CASCADE","ENABLED","NOT DEFERRABLE","IMMEDIATE","VALIDATED","USER NAME","","",20/05/19,"","","","",1
